# Claims ledger, area 'single': the model, the numerical setup, the single wormhole, two throats at rest.
# Columns and rules: claims.py --help.  One row per quantity; list every place the article quotes it in anchors.
# Extractors: claims/extract_single.py (single_*) and lib.py.  Rows whose note starts 'MISMATCH (kept deliberately)'
# or 'NOT TRACED' / 'NO ANCHOR' are findings of the 2026-09-24 ledger pass, not errors of the ledger.
id	tex	num	tol	status	extractor	args	anchors	source	checked	note
clmCeilingHamLo	3	3		auto	single_norm_ratio_over	{"pairs": [["single_eps_p1e1_t100", "single_eps_p1e2_t100"], ["single_eps_m1e1_t100", "single_eps_m1e2_t100"]], "col": "L2_Ham", "t": 0, "kind": "min"}	epsilon=\pm0.1$ starts $3$--$\clmCeil || Hamiltonian defect is $3$--$\clmCeil	campaign/01_single_throat/seed/single_eps_*1e{1,2}_t100/constraint_norms.dat at t = 0		H(0) of the eps = +-0.1 arms over the same-sign 1 % arm: 3.23 (+), 5.52 (-); anchors re-cut 2026-09-24 (feedback edits)
clmCeilingHamHi	6	6		auto	single_norm_ratio_over	{"pairs": [["single_eps_p1e1_t100", "single_eps_p1e2_t100"], ["single_eps_m1e1_t100", "single_eps_m1e2_t100"]], "col": "L2_Ham", "t": 0, "kind": "max"}	--$6\times$ high || --$6\times$ that of	as clmCeilingHamLo		5.52 (eps = -0.1 over -0.01)
clmCeilingDeathPlus	14.1	14.1		auto	last_time	{"run": "single_eps_p1e1_t100", "file": "constraint_norms.dat"}	eeDeath$ ($+10^{-3}$), $14.1$ ($+0.1$) a || es$ high and dies at $t=14.1$ ($+0.1$) a || compactified origin ($t=14.1$ and $\clmC	campaign/01_single_throat/seed/single_eps_p1e1_t100/constraint_norms.dat (last row)		t = 14.06 (NOTES.md: NaN at 14.07); anchors re-cut 2026-09-24 (feedback edits)
clmCeilingDeathMinus	15.2	15.2		auto	last_time	{"run": "single_eps_m1e1_t100", "file": "constraint_norms.dat"}	eathPlus$ ($+0.1$) and $15.2$ ($-0.1$). || eathPlus$ ($+0.1$) and $15.2$ ($-0.1$) i || mCeilingDeathPlus$ and $15.2$, NaN in $h	campaign/01_single_throat/seed/single_eps_m1e1_t100/constraint_norms.dat (last row)		t = 15.17; anchors re-cut 2026-09-24 (feedback edits)
# ---- branching and the clock (sec:single:branching, sec:single:lifetime, Table II)
clmMatchedDelayLo	11	11		auto	single_matched_delay	{"big": "single_eps_p1e2_t100", "small": "single_eps_p1e3_t100", "levels": [3.7, 3.6, 3.5, 3.4, 3.3, 3.2, 3.1], "kind": "min"}	arrives $11$--	campaign/01_single_throat/seed/single_eps_p1e{2,3}_t100/horizon_scan.dat (centre A)		delay of the +1e-3 horizon behind the +1e-2 one at R_mots = 3.7 ... 3.1: 11.04 -> 12.17 (NOTES.md 11.0 -> 12.2); at R = 3.8, 0.01 inside the +1e-3 horizon's birth radius, it is 9.9
clmMatchedDelayHi	12	12		auto	single_matched_delay	{"big": "single_eps_p1e2_t100", "small": "single_eps_p1e3_t100", "levels": [3.7, 3.6, 3.5, 3.4, 3.3, 3.2, 3.1], "kind": "max"}	--$12$ units later	as clmMatchedDelayLo		12.17 at R = 3.1
clmHorizonTimeLevelFour	11	11		auto	single_mots	{"run": "single_eps_p1e2_ml4_t060", "what": "first_time"}	forms a horizon at $t=11$ and	campaign/01_single_throat/seed/single_eps_p1e2_ml4_t060/horizon_scan.dat (first MOTS row)		R_mots = 3.883 at t = 11 (the run stops at t = 13.5)
clmCrossingLevelFour	12.99	12.99		auto	single_pair_crossing	{"minus": "single_eps_m1e2_ml4_t060", "plus": "single_eps_p1e2_ml4_t060"}	crossing at $t=12.99$	campaign/01_single_throat/seed/single_eps_{m,p}1e2_ml4_t060/areal_radius.dat		
clmCrossingLevelThree	13.01	13.01		auto	single_pair_crossing	{"minus": "single_eps_m1e2_t100", "plus": "single_eps_p1e2_t100"}	against level 3's $13.01$	campaign/01_single_throat/seed/single_eps_{m,p}1e2_t100/areal_radius.dat		t = 13.007
clmHorizonTimeEpsTwo	11	11		auto	single_mots	{"run": "single_eps_p1e2_t100", "what": "first_time"}	horizons form at $t=11$ || a horizon at $11\,M$ || $t_{\rm BH}\simeq11\,M	campaign/01_single_throat/seed/single_eps_p1e2_t100/horizon_scan.dat (first MOTS row, unit cadence)		R_mots 3.883, M_MS 1.942; extra anchor: Table II caption
clmHorizonTimeEpsThree	25	25		auto	single_mots	{"run": "single_eps_p1e3_t100", "what": "first_time"}	and $t=25$ ($+10^{-3}$) || and $25\,M$ for	campaign/01_single_throat/seed/single_eps_p1e3_t100/horizon_scan.dat (first MOTS row)		R_mots 3.812
clmHorizonTimeNoise	61	61		auto	single_shell_mots_times	{"prefix": "ml3"}	against $t\le61$ for || horizon by $61\,M$	campaign/01_single_throat/branch_shell_scans_2026-09-08.dat (ml3_twin_t061, the first kept slice after departure); BRANCHES.md Sec. 5		an upper bound: the first scanned slice already holds a MOTS
clmDecadeCost	14	14		auto	single_decade_cost	{}	a decade costing $14\,M	clmHorizonTimeEpsThree - clmHorizonTimeEpsTwo		25 - 11; tau ln 10 = 13.5 with the level-3 tau
clmNoiseSeed	2\times10^{-6}	2e-6		auto	single_noise_seed	{}	$\varepsilon\gtrsim2\times10^{-6}$ || floor's $2\times10^{-6}$, are	1e-2 exp(-(61 - 11)/tau), tau = 5.875 (level-3 plateau)		2.01e-6
clmQuietLifetime	22	22		auto	single_quiet_lifetime	{"mass_msun": 30, "eps": 1e-12}	to $22$ ms	Table II caption's t_BH = 11 M + tau ln(1e-2/eps) at eps = 1e-12 (ten decades below 1e-2), tau = 5.9 M, M = 30 M_sun		21.70 ms (21.62 with the unrounded tau)
clmPhysRstarThirty	172	172		auto	single_physical	{"quantity": "Rstar", "mass_msun": 30, "unit": "km"}	$172$ km	clmRstar (closed form) x G M/c^2; M = 30 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysRstarThousand	5.7\times10^{3}	5.7e3		auto	single_physical	{"quantity": "Rstar", "mass_msun": 1000.0, "unit": "km"}	$5.7\times10^{3}$ km	clmRstar (closed form) x G M/c^2; M = 1000 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysRstarMillion	5.7\times10^{6}	5.7e6		auto	single_physical	{"quantity": "Rstar", "mass_msun": 1000000.0, "unit": "km"}	$5.7\times10^{6}$ km	clmRstar (closed form) x G M/c^2; M = 1e+06 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysRstarBillion	38	38		auto	single_physical	{"quantity": "Rstar", "mass_msun": 1000000000.0, "unit": "AU"}	$38$ AU	clmRstar (closed form) x G M/c^2; M = 1e+09 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysTauThirty	0.87	0.87		auto	single_physical	{"quantity": "tau", "mass_msun": 30, "unit": "ms"}	$0.87$ ms	clmTauLevelThree rounded to 5.9 (the caption's tau = 5.9 M) x G M/c^3; M = 30 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysTauThousand	29	29		auto	single_physical	{"quantity": "tau", "mass_msun": 1000.0, "unit": "ms"}	$29$ ms	clmTauLevelThree rounded to 5.9 (the caption's tau = 5.9 M) x G M/c^3; M = 1000 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysTauMillion	29	29		auto	single_physical	{"quantity": "tau", "mass_msun": 1000000.0, "unit": "s"}	$29$ s	clmTauLevelThree rounded to 5.9 (the caption's tau = 5.9 M) x G M/c^3; M = 1e+06 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysTauBillion	8.1	8.1		auto	single_physical	{"quantity": "tau", "mass_msun": 1000000000.0, "unit": "h"}	$8.1$ h	clmTauLevelThree rounded to 5.9 (the caption's tau = 5.9 M) x G M/c^3; M = 1e+09 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		8.07 h with tau = 5.9 as the caption states; the unrounded 5.875 gives 8.04 h, which prints 8.0
clmPhysEpsTwoThirty	1.6	1.6		auto	single_physical	{"quantity": "t_eps2", "mass_msun": 30, "unit": "ms"}	$1.6$ ms & || from $1.6$ to	clmHorizonTimeEpsTwo (11 M) x G M/c^3; M = 30 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		extra anchor: sec:single:lifetime ('from 1.6 to 22 ms')
clmPhysEpsTwoThousand	54	54		auto	single_physical	{"quantity": "t_eps2", "mass_msun": 1000.0, "unit": "ms"}	$54$ ms	clmHorizonTimeEpsTwo (11 M) x G M/c^3; M = 1000 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysEpsTwoMillion	54	54		auto	single_physical	{"quantity": "t_eps2", "mass_msun": 1000000.0, "unit": "s"}	$54$ s	clmHorizonTimeEpsTwo (11 M) x G M/c^3; M = 1e+06 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysEpsTwoBillion	15	15		auto	single_physical	{"quantity": "t_eps2", "mass_msun": 1000000000.0, "unit": "h"}	$15$ h	clmHorizonTimeEpsTwo (11 M) x G M/c^3; M = 1e+09 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysEpsThreeThirty	3.7	3.7		auto	single_physical	{"quantity": "t_eps3", "mass_msun": 30, "unit": "ms"}	$3.7$ ms	clmHorizonTimeEpsThree (25 M) x G M/c^3; M = 30 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysEpsThreeThousand	0.12	0.12		auto	single_physical	{"quantity": "t_eps3", "mass_msun": 1000.0, "unit": "s"}	$0.12$ s	clmHorizonTimeEpsThree (25 M) x G M/c^3; M = 1000 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysEpsThreeMillion	2.1	2.1		auto	single_physical	{"quantity": "t_eps3", "mass_msun": 1000000.0, "unit": "min"}	$2.1$ min	clmHorizonTimeEpsThree (25 M) x G M/c^3; M = 1e+06 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysEpsThreeBillion	1.4	1.4		auto	single_physical	{"quantity": "t_eps3", "mass_msun": 1000000000.0, "unit": "d"}	$1.4$ d	clmHorizonTimeEpsThree (25 M) x G M/c^3; M = 1e+09 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysNoiseThirty	9.0	9.0		auto	single_physical	{"quantity": "t_noise", "mass_msun": 30, "unit": "ms"}	$9.0$ ms	clmHorizonTimeNoise (61 M) x G M/c^3; M = 30 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysNoiseThousand	0.30	0.30		auto	single_physical	{"quantity": "t_noise", "mass_msun": 1000.0, "unit": "s"}	$0.30$ s	clmHorizonTimeNoise (61 M) x G M/c^3; M = 1000 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysNoiseMillion	5.0	5.0		auto	single_physical	{"quantity": "t_noise", "mass_msun": 1000000.0, "unit": "min"}	$5.0$ min	clmHorizonTimeNoise (61 M) x G M/c^3; M = 1e+06 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmPhysNoiseBillion	3.5	3.5		auto	single_physical	{"quantity": "t_noise", "mass_msun": 1000000000.0, "unit": "d"}	$3.5$ d	clmHorizonTimeNoise (61 M) x G M/c^3; M = 1e+09 M_sun; G M_sun = 1.3271244e20 m^3/s^2 (IAU 2015), 1 AU = 1.495978707e8 km		
clmRstarShort	3.89	3.89		def	single_drainhole	{"quantity": "R_min"}	($R_{\min}=3.89$) || ($R_\star=3.89\,M$)	as clmRstar		anchors: Table I and Table II captions
# ---- the collapse endpoint and the regrowth (sec:single:collapse, Figs. 2-3)
clmUnkickedHorizonRStart	3.23	3.23		auto	single_shell_scan	{"scan": "ml3_twin_t061", "key": "R_mots"}	falls $3.23\to	campaign/01_single_throat/branch_shell_scans_2026-09-08.dat (#S ml3_twin_t061: oriented shell scan of the kept plotfile)		the level-3 chi-regularised twin (== single_hold_t100 to 1e-10 before t = 61.3, 4 digits after)
clmUnkickedHorizonREnd	2.37	2.37		auto	single_shell_scan	{"scan": "ml3_twin_t100", "key": "R_mots"}	\to2.37$ and	campaign/01_single_throat/branch_shell_scans_2026-09-08.dat (#S ml3_twin_t100)		2.3720
clmUnkickedHorizonMStart	1.62	1.62		auto	single_shell_scan	{"scan": "ml3_twin_t061", "key": "M_MS_mots"}	$1.62\to	as clmUnkickedHorizonRStart		1.6165
clmUnkickedHorizonMEnd	1.23	1.23		auto	single_shell_scan	{"scan": "ml3_twin_t100", "key": "M_MS_mots"}	\to1.23$ over	as clmUnkickedHorizonREnd		1.2309
clmUnkickedHorizonSpan	39	39		auto	single_shell_mots_times	{"prefix": "ml3", "what": "span"}	over $39$ units	campaign/01_single_throat/branch_shell_scans_2026-09-08.dat		2026-09-24 FINDINGS fix: the two scans are at t = 61 and t = 100 (BRANCHES.md says 40)
clmUnkickedOriginLapse	0.016	0.016		auto	single_collapse_diag	{"run": "single_hold_t100", "col": "min_lapse", "which": "last"}	origin lapse at $0.016$	campaign/01_single_throat/hold/single_hold_t100/collapse_diagnostics.dat (t = 100)		0.01585
clmKickedRunsClean	100	100		auto	last_time	{"run": "single_eps_p1e2_t100", "file": "constraint_norms.dat"}	arm runs clean to $t=100$ behind	campaign/01_single_throat/seed/single_eps_p1e2_t100/constraint_norms.dat (last row; no NaN in run_tail.log)		
clmMasslessBounce	4	4		lit			bounced at $t\approx4M$	N. M. Shirokov, arXiv:2604.00071 [gr-qc] (2026) (ref. shirokov2026)		
clmMasslessShed	18.5	18.5		lit			shed its horizon by $18.5M$	as clmMasslessBounce		
clmPureQuadAmp	10^{-2}	0.01		def	param	{"run": "single_pureq_q1e2_ml4_t100", "key": "wormhole_seed_l2_amplitude_A"}	($\varepsilon_2=10^{-2}$, no radial kick)	campaign/01_single_throat/seed/single_pureq_q1e2_ml4_t100/evolution_params.txt		wormhole_seed_amplitude_A is absent (0): no radial kick
clmPureQuadAmpCaption	0.01	0.01		def	param	{"run": "single_pureq_q1e2_ml4_t100", "key": "wormhole_seed_l2_amplitude_A"}	($\varepsilon_2=0.01$, no radial kick)	as clmPureQuadAmp (Fig. 2 caption prints it as 0.01)		
clmPureQuadMotsTime	33	33		auto	single_mots	{"run": "single_pureq_q1e2_ml4_t100", "what": "first_time"}	a MOTS from $t=33$ at || (gold) from $t=33$:	campaign/01_single_throat/seed/single_pureq_q1e2_ml4_t100/horizon_scan.dat (centre A)		
clmPureQuadMotsRStart	3.80	3.80		auto	single_mots	{"run": "single_pureq_q1e2_ml4_t100", "what": "first_R"}	at $R=3.80$, shrinking || $R$ $3.80\to	as clmPureQuadMotsTime		3.796
clmPureQuadMotsREnd	2.41	2.41		auto	single_mots	{"run": "single_pureq_q1e2_ml4_t100", "what": "last_R"}	shrinking to $2.41$ || \to2.41$, $M	as clmPureQuadMotsTime		2.412 at t = 100 (its floor, 2.405, is at t = 99)
clmPureQuadMotsMStart	1.90	1.90		auto	single_mots	{"run": "single_pureq_q1e2_ml4_t100", "what": "first_M"}	($M_{\rm MS}$ $1.90 || , $M_{\rm MS}$ $1.90	as clmPureQuadMotsTime		1.899
clmPureQuadMotsMEnd	1.24	1.24		auto	single_mots	{"run": "single_pureq_q1e2_ml4_t100", "what": "last_M"}	\to1.24$), while || \to1.24$. Grey	as clmPureQuadMotsTime		1.240
clmPureQuadDeparture	42	42		auto	single_departure	{"run": "single_pureq_q1e2_ml4_t100", "twin": "single_hold_ml4_t100"}	only at $t=42$	campaign/01_single_throat/seed/single_pureq_q1e2_ml4_t100 and hold/single_hold_ml4_t100 areal_radius.dat; plot_single_collapse (10 % departure)		
clmKickedDeparture	25	25		auto	single_departure	{"run": "single_eps_m1e2_ml4_t100", "twin": "single_hold_ml4_t100"}	the kicked arm's $t=25$ || parting by $10\%$ at $t=25$ || by $10\%$ at $t=25$---when	campaign/01_single_throat/seed/single_eps_m1e2_ml4_t100 and hold/single_hold_ml4_t100 areal_radius.dat; plot_single_inflation T_DEPART		the eps = -1e-2 level-4 arm against the unkicked level-4 twin
clmCollapseViolentLo	45	45		manual			spans $t=45$--	plot_single_collapse.py SNAPS comment ('the collapse is 45-55'); panels (b)-(d) of Fig. 2		a descriptive window, no unique definition: in single_pureq_q1e2_ml4_t100/collapse_diagnostics.dat max|K| rises 0.019 (t = 44) -> 0.996 (t = 50), min chi floors at t = 48, min alpha falls 0.23 (48) -> 0.010 (56)
clmCollapseViolentHi	55	55		manual			--$55$. (e)	as clmCollapseViolentLo		
clmCollapseShells	128	128		auto	single_profile_shells	{"run": "single_pureq_q1e2_ml4_t100"}	over 128 shells	campaign/01_single_throat/seed/single_pureq_q1e2_ml4_t100/core_radial_profile.dat header		
clmRegrowthFloorTime	47	47		auto	single_mots_over_runs	{"runs": ["single_eps_p1e2_t100", "single_eps_p1e2_q5e3_ml4_t100", "single_eps_p1e2_q5e2_ml4_t100"], "what": "floor_time", "kind": "median"}	to a floor at $t\approx47$ ($R=\clmRe	campaign/01_single_throat/seed/{single_eps_p1e2_t100,single_eps_p1e2_q5e3_ml4_t100,single_eps_p1e2_q5e2_ml4_t100}/horizon_scan.dat (centre A); plot_horizon_regrowth		radius floors at t = 47 / 47 / 43 (the eps_2 = 0.05 arm bottoms out at 43); anchors re-cut 2026-09-24 (feedback edits)
clmDressedQuadSmall	0.005	0.005		def	param	{"run": "single_eps_p1e2_q5e3_ml4_t100", "key": "wormhole_seed_l2_amplitude_A"}	with $\varepsilon_2=0.005$ and	campaign/01_single_throat/seed/single_eps_p1e2_q5e3_ml4_t100/evolution_params.txt		
clmDressedQuadLarge	0.05	0.05		def	param	{"run": "single_eps_p1e2_q5e2_ml4_t100", "key": "wormhole_seed_l2_amplitude_A"}	and $0.05$---the horizon	campaign/01_single_throat/seed/single_eps_p1e2_q5e2_ml4_t100/evolution_params.txt		
clmRegrowthLevelThree	9.7	9.7		auto	single_mots	{"run": "single_eps_p1e2_t100", "what": "regrowth_R"}	how it growing back by $9.7\%$, $\clmRe	campaign/01_single_throat/seed/single_eps_p1e2_t100/horizon_scan.dat (centre A); plot_horizon_regrowth._gain		9.748 % (2.33741 at t = 47 -> 2.56526 at t = 99); anchors re-cut 2026-09-24 (feedback edits)
clmRegrowthFloorR	2.34	2.34		auto	single_mots	{"run": "single_eps_p1e2_t100", "what": "floor_R"}	mRegrowthFloorTime$ ($R=2.34$), a step w	as clmRegrowthLevelThree		2.3374; anchors re-cut 2026-09-24 (feedback edits)
clmRegrowthEndR	2.57	2.57		auto	single_mots	{"run": "single_eps_p1e2_t100", "what": "last_R"}		as clmRegrowthLevelThree		2.5653 at t = 99; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmRegrowthSmallQuad	8.8	8.8		auto	single_mots	{"run": "single_eps_p1e2_q5e3_ml4_t100", "what": "regrowth_R"}	RegrowthLevelThree\%$, $8.8\%$ and $\cl	campaign/01_single_throat/seed/single_eps_p1e2_q5e3_ml4_t100/horizon_scan.dat (centre A)		8.797 %; anchors re-cut 2026-09-24 (feedback edits)
clmRegrowthLargeQuad	10.6	10.6		auto	single_mots	{"run": "single_eps_p1e2_q5e2_ml4_t100", "what": "regrowth_R"}	growthSmallQuad\%$ and $10.6\%$ in radiu	campaign/01_single_throat/seed/single_eps_p1e2_q5e2_ml4_t100/horizon_scan.dat (centre A)		10.600 %; anchors re-cut 2026-09-24 (feedback edits)
clmRegrowthMassLo	10	10		auto	single_mots_over_runs	{"runs": ["single_eps_p1e2_t100", "single_eps_p1e2_q5e3_ml4_t100", "single_eps_p1e2_q5e2_ml4_t100"], "what": "regrowth_M", "kind": "min"}	iusHi\%$ in radius and $10$--$\clmRegr	as clmRegrowthFloorTime (M_MS at the radius floor -> end)		10.19 / 10.53 / 12.04 %; extra anchor: Fig. 3 caption; anchors re-cut 2026-09-24 (feedback edits)
clmRegrowthMassHi	12	12		auto	single_mots_over_runs	{"runs": ["single_eps_p1e2_t100", "single_eps_p1e2_q5e3_ml4_t100", "single_eps_p1e2_q5e2_ml4_t100"], "what": "regrowth_M", "kind": "max"}	$\clmRegrowthMassLo$--$12\%$ in mass,	as clmRegrowthMassLo		12.04 % (eps_2 = 0.05 arm); anchors re-cut 2026-09-24 (feedback edits)
clmRegrowthRadiusLo	9	9		auto	single_mots_over_runs	{"runs": ["single_eps_p1e2_t100", "single_eps_p1e2_q5e3_ml4_t100", "single_eps_p1e2_q5e2_ml4_t100"], "what": "regrowth_R", "kind": "min"}	lowed. The later rise, $9$--$\clmRegr	as clmRegrowthFloorTime		Fig. 3 caption's rounding of 8.80 / 9.75 / 10.60 %; anchors re-cut 2026-09-24 (feedback edits)
clmRegrowthRadiusHi	11	11		auto	single_mots_over_runs	{"runs": ["single_eps_p1e2_t100", "single_eps_p1e2_q5e3_ml4_t100", "single_eps_p1e2_q5e2_ml4_t100"], "what": "regrowth_R", "kind": "max"}	--$11\%$ in radius	as clmRegrowthFloorTime		10.60 %
clmLoneRemnantLo	2.3	2.3		auto	single_mots_over_runs	{"runs": ["single_eps_p1e2_t100", "single_eps_p1e2_q5e3_ml4_t100", "single_eps_p1e2_q5e2_ml4_t100", "single_pureq_q1e2_ml4_t100"], "what": "floor_R", "kind": "min"}	ne collapse at $R\approx2.3$ from a thr	the three regrowth arms and the pure quadrupole, horizon_scan.dat centre A		sec:discussion:seeds re-quote: smallest lone-collapse horizon radius 2.321 (eps_2 = 0.05 arm's floor); anchors re-cut 2026-09-24 (feedback edits)
clmLoneRemnantHi	2.6	2.6		auto	single_mots_over_runs	{"runs": ["single_eps_p1e2_t100", "single_eps_p1e2_q5e3_ml4_t100", "single_eps_p1e2_q5e2_ml4_t100", "single_pureq_q1e2_ml4_t100"], "what": "last_R", "kind": "max"}		as clmLoneRemnantLo		largest final radius 2.567 (eps_2 = 0.05 arm, t = 100); no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
# ---- the inflation branch (sec:single:fate, Fig. 4)
clmInflRStart	3.81	3.81		auto	single_areal	{"run": "single_eps_m1e2_ml4_t100", "which": "first"}	(ink), $3.81\to || grows $3.81\to	campaign/01_single_throat/seed/single_eps_m1e2_ml4_t100/areal_radius.dat		3.8122
clmInflREnd	11.39	11.39		auto	single_areal	{"run": "single_eps_m1e2_ml4_t100", "which": "last"}	\to11.39$ ( || \to11.39$ in areal radius	campaign/01_single_throat/seed/single_eps_m1e2_ml4_t100/areal_radius.dat (t = 100)		11.388
clmInflRatio	3.0	3.0		auto	single_areal	{"run": "single_eps_m1e2_ml4_t100", "which": "ratio"}	($\times3.0$)	as clmInflREnd		2.987
clmTwinRatio	2.2	2.2		auto	single_areal	{"run": "single_hold_ml4_t100", "which": "ratio"}	(grey, $\times2.2$)	campaign/01_single_throat/hold/single_hold_ml4_t100/areal_radius.dat (t = 0 -> 99)		2.221
clmAntiTrappedFirst	1	1		auto	single_anti_trapped	{"run": "single_eps_m1e2_ml4_t100", "which": "first"}	$\theta_\pm>0$), $t\approx1$ || over $t\approx1$	campaign/01_single_throat/seed/single_eps_m1e2_ml4_t100/horizon_scan.dat (n_anti_trapped > 0, any centre)		
clmAntiTrappedLast	36	36		auto	single_anti_trapped	{"run": "single_eps_m1e2_ml4_t100", "which": "last"}	--$36$. (b) || --$36$. It leaves	as clmAntiTrappedFirst		t = 36 on the common centre C; 35 on the mouth probes A/B
clmInflLapseStart	0.214	0.214		auto	single_collapse_diag	{"run": "single_eps_m1e2_ml4_t100", "col": "min_lapse", "which": "first"}	falls $0.214\to	campaign/01_single_throat/seed/single_eps_m1e2_ml4_t100/collapse_diagnostics.dat		0.21358
clmInflLapseEnd	0.080	0.080		auto	single_collapse_diag	{"run": "single_eps_m1e2_ml4_t100", "col": "min_lapse", "which": "last"}	\to0.080$	as clmInflLapseStart		0.08023 (t = 100)
clmInflKPeak	0.057	0.057		auto	single_collapse_diag	{"run": "single_eps_m1e2_ml4_t100", "col": "max_abs_K", "which": "max"}	peaks at $0.057$	as clmInflLapseStart		0.05709
clmInflKPeakTime	40.6	40.6		auto	single_collapse_diag	{"run": "single_eps_m1e2_ml4_t100", "col": "max_abs_K", "which": "max_time"}	($t=40.6$)	as clmInflLapseStart		
clmInflChiStart	2.4\times10^{-8}	2.4e-8		auto	single_collapse_diag	{"run": "single_eps_m1e2_ml4_t100", "col": "min_chi", "which": "first"}	$2.4\times10^{-8}\to	as clmInflLapseStart		2.443e-8
clmInflChiEnd	1.4\times10^{-3}	1.4e-3		auto	single_collapse_diag	{"run": "single_eps_m1e2_ml4_t100", "col": "min_chi", "which": "last"}	\to1.4\times10^{-3}$	as clmInflLapseStart		1.383e-3 (t = 100)
clmInflTroughRadius	1.4	1.4		auto	single_profile_trough	{"run": "single_eps_m1e2_ml4_t100", "t": 100}	to $r\approx1.4$ by	campaign/01_single_throat/seed/single_eps_m1e2_ml4_t100/core_radial_profile.dat (argmin of chi_min per shell)		r = 1.391
clmFarImageRadius	61	61		auto	single_far_image_rows	{"run": "single_eps_m1e2_ml4_t100", "what": "mean_R"}	rows at $R\approx61$	campaign/01_single_throat/seed/single_eps_m1e2_ml4_t100/horizon_scan.dat (the late n_mots rows, all on centre C)		R = 60.58-60.76, mean 60.67
clmFarImageTime	85	85		auto	single_far_image_rows	{"run": "single_eps_m1e2_ml4_t100", "what": "first_time"}	after $t=85$	as clmFarImageRadius		first such row at t = 85
clmInflConstraintHold	50	50	abs:3	auto	single_constraint_onset	{"runs": ["single_eps_m1e2_ml4_t100"], "factor": 1.1, "base": [30, 45], "t_from": 45}	hold to $t\simeq50$	campaign/01_single_throat/seed/single_eps_m1e2_ml4_t100/constraint_norms.dat		L2_Ham first exceeds 1.1 x its t = 30-45 median at t = 51.6 (1.31e-3 at 45, 1.37e-3 at 50, 1.99e-3 at 55); definition-dependent, '~50' read to +-3
clmInflConstraintGrowth	60	60		auto	single_norm_growth	{"run": "single_eps_m1e2_ml4_t100", "col": "L2_Ham", "t0": 50}	grow $60\times$ in	campaign/01_single_throat/seed/single_eps_m1e2_ml4_t100/constraint_norms.dat		H(100)/H(50) = 60.1
clmInflModeRate	0.190	0.190		auto	single_plateau	{"run": "single_hold_ml4_t100", "what": "rate"}	mode's $0.190\pm	campaign/01_single_throat/hold/single_hold_ml4_t100/areal_radius.dat; plot_branches.plateau_rate (the level-4 mode, clmTauLevelFour)		0.1902, the UNKICKED level-4 plateau. The kicked arm itself has no plateau: its +-3 local rate of ln|R - R_star| sweeps 0.34 (t = 19) -> 0.21 (25) -> 0.15 (31), passing 0.19 near t = 26 at 15 % deviation (the registry's 'plateau fit tau = 5.47' for this arm is not reproduced by the plot_branches method)
clmInflModeRateErr	0.002	0.002		auto	single_plateau	{"run": "single_hold_ml4_t100", "what": "sd"}	\pm0.002$ per unit	as clmInflModeRate (spread over the plateau centres)		0.0022
