# Claims ledger, area 'mergers': the head-on merger, the spiral merger (merger or escape, plunge and collapse, the curvature wall), controls and systematics.
# Columns and rules: claims.py --help.  Extractors: extract_mergers.py (conventions in its docstring).  Anchors also cover re-quotes in the abstract, captions, GW section, Discussion and Limitations.
id	tex	num	tol	status	extractor	args	anchors	source	checked	note
clmSpiralMomentumTwenty	0.20	0.20		def	mergers_momentum	{"run": "merge_orbit_flip_d12_p020_t200"}	pits of $p=0.20$ and || approach ($p=0.20$-- || MomentumFifteen$, $0.20$ and	campaign/05_binary_spiral/p020/merge_orbit_flip_d12_p020_t200/evolution_params.txt		
clmSpiralMomentumTwentyFive	0.25	0.25		def	mergers_momentum	{"run": "merge_orbit_flip_d12_p025_t200"}	ralMomentumProd$ up to $0.25$ plunges to || ralMomentumTwenty$ and $0.25$ close to $ || scatters. So every $p\le0.25$ merges and || piralMomentumFifteen$--$0.25$ arms dying || MomentumTwenty$ and $0.25$, each drawn	campaign/05_binary_spiral/p025/merge_orbit_flip_d12_p025_t200/evolution_params.txt		anchors re-cut 2026-09-24 (feedback edits)
clmSpiralMomentumThirtyFive	0.35	0.35		def	mergers_momentum	{"run": "merge_orbit_flip_d12_p035_t200"}	before its wall. At $p=0.35$ the pair p || $ merges and every $p\ge0.35$ does not: || SpiralMomentumTwenty$--$0.35$). Section~ || the fly-bys $p=0.35$ (dashed)	campaign/06_binary_flyby/p035/merge_orbit_flip_d12_p035_t200/evolution_params.txt		anchors re-cut 2026-09-24 (feedback edits)
clmSpiralMomentumFlyby	0.45	0.45		def	mergers_momentum	{"run": "merge_orbit_flip_d12_p045_L128_lvl5_t100"}	$p=0.45$ scatters || The $p=0.45$ fly-by || scattering ($p=0.45$) arms || contact, $p=0.45$ misses || to the fly-by ($p=0.45$) || except the $p=0.45$ fly-by, the	campaign/06_binary_flyby/p045/merge_orbit_flip_d12_p045_L128_lvl5_t100/evolution_params.txt		
clmSpiralBoundaryLow	50	50		auto	mergers_circular_fraction	{"run": "merge_orbit_flip_d12_p025_t200"}	n these two values, at $50$--$\clmSpir || plunge from fly-by at $50$--$\clmSpir	campaign/05_binary_spiral/p025/merge_orbit_flip_d12_p025_t200/evolution_params.txt		p / p_circ with p_circ = m sqrt((1+Q) m / 2d) = 0.5 for a = 2, m = 1, d = 12, Q = 5 (Newtonian circular momentum under gravity plus the scalar pull, the 'combined pull'); 0.25/0.5; anchors re-cut 2026-09-24 (feedback edits)
clmSpiralBoundaryHigh	70	70		auto	mergers_circular_fraction	{"run": "merge_orbit_flip_d12_p035_t200"}	--$70\%$ of the circular value || --$70\%$ of circular (Sec	campaign/06_binary_flyby/p035/merge_orbit_flip_d12_p035_t200/evolution_params.txt		0.35/0.5
clmSpiralPlateauFifteen	0.87	0.87		auto	mergers_sep	{"run": "merge_orbit_flip_d12_p015_nofill_t060", "what": "mode"}	separation $0.87$ against	campaign/05_binary_spiral/p015/merge_orbit_flip_d12_p015_nofill_t060/binary_throat_diagnostics.dat		the chi-pit separation the level-3 tracker holds over t = 42.5-46 before the dive (modal value in 0.3-1.5): 0.8705. The README still says 0.816 for p = 0.15 (wrong; the paper's 0.87 is right)
clmSpiralPlateauTwelve	0.81	0.81		auto	mergers_sep	{"run": "merge_orbit_flip_d12_r03000", "what": "mode"}	against $0.81$, then	campaign/05_binary_spiral/p012/merge_orbit_flip_d12_r03000/binary_throat_diagnostics.dat		plateau over t = 40.5-44 on the level-3 p = 0.12 arm: 0.8149 (merge_twin_p012_plain_t100 reads the same)
clmSpiralCoincideEarly	41	41	abs:1	auto	mergers_sep	{"run": "merge_orbit_flip_d12_p025_lvl5_t200", "what": "argmin"}		campaign/05_binary_spiral/p025/merge_orbit_flip_d12_p025_lvl5_t200/binary_throat_diagnostics.dat		time of the level-5 p = 0.25 pits' closest approach, 0.064 at t = 41.0 (they jump together at 40.8). approximate (~ / \approx in the text): tolerance one unit of the last printed digit.; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmSpiralCoincideLate	42	42	abs:1	auto	mergers_sep	{"run": "merge_orbit_flip_d12_p020_lvl5_t200", "what": "argmin"}		campaign/05_binary_spiral/p020/merge_orbit_flip_d12_p020_lvl5_t200/binary_throat_diagnostics.dat		the level-5 p = 0.20 pits converge gradually to 0.016 at t = 42.15 (below 0.05 from 41.15). approximate (~ / \approx in the text): tolerance one unit of the last printed digit.; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmSpiralStallLow	1.1	1.1		auto	mergers_sep	{"run": "merge_orbit_flip_d12_p020_t200", "what": "min"}	umTwentyFive$ close to $1.1$--$\clmSpir	campaign/05_binary_spiral/p020/merge_orbit_flip_d12_p020_t200/binary_throat_diagnostics.dat		closest the level-3 p = 0.20 pits get before the wall: 1.064 (hovering at 1.08 from t = 46); anchors re-cut 2026-09-24 (feedback edits)
clmSpiralStallHigh	1.5	1.5		auto	mergers_sep	{"run": "merge_orbit_flip_d12_p025_t200", "what": "min"}	$\clmSpiralStallLow$--$1.5$ at level 3	campaign/05_binary_spiral/p025/merge_orbit_flip_d12_p025_t200/binary_throat_diagnostics.dat		level-3 p = 0.25: 1.503; anchors re-cut 2026-09-24 (feedback edits)
clmSpiralPassSeparation	2.75	2.75		auto	mergers_sep	{"run": "merge_orbit_flip_d12_p035_t200", "what": "min", "source": "track"}	passes at $2.75$ and	campaign/06_binary_flyby/p035/merge_orbit_flip_d12_p035_t200/throat_track.dat		2.746 at t = 42.4
clmSpiralRecedeSeparation	4.0	4.0		auto	mergers_sep	{"run": "merge_orbit_flip_d12_p035_t200", "what": "last", "source": "track"}	recedes to $4.0$ by	campaign/06_binary_flyby/p035/merge_orbit_flip_d12_p035_t200/throat_track.dat		4.009 on the last row
clmSpiralRecedeTime	74	74		auto	mergers_end_time	{"run": "merge_orbit_flip_d12_p035_t200"}	by $t=74$ (level 3	campaign/06_binary_flyby/p035/merge_orbit_flip_d12_p035_t200/run_tail.log		stopped by hand, last ADVANCE 73.93
clmFlybyEnd	100	100		auto	mergers_end_time	{"run": "merge_orbit_flip_d12_p045_L128_lvl5_t100"}	level 5 to $t=100$) || by $t=100$ and still separating || and $t=100$ (fly-by)	campaign/06_binary_flyby/p045/merge_orbit_flip_d12_p045_L128_lvl5_t100/run_tail.log		last ADVANCE 99.99969, no NaN; its horizon scan also ends at 100
clmFlybyClosestApproach	4.8	4.8		auto	mergers_sep	{"run": "merge_orbit_flip_d12_p045_L128_lvl5_t100", "what": "min", "source": "track"}	closest approach $4.8$ at || misses at $4.8$. || from $12$ to $4.8$ under || closest approach, $4.8$ at	campaign/06_binary_flyby/p045/merge_orbit_flip_d12_p045_L128_lvl5_t100/throat_track.dat		4.797 (tracker); the per-mouth scan centres give 4.818 (plot_mouth_growth). The GW section re-quotes it
clmFlybyClosestTime	40	40	abs:1	auto	mergers_sep	{"run": "merge_orbit_flip_d12_p045_L128_lvl5_t100", "what": "argmin", "source": "track"}	at $t\approx40$, back || at $t\approx40$; from	campaign/06_binary_flyby/p045/merge_orbit_flip_d12_p045_L128_lvl5_t100/throat_track.dat		40.5. approximate (~ / \approx in the text): tolerance one unit of the last printed digit.
clmFlybyFinalSeparation	9.6	9.6		auto	mergers_sep	{"run": "merge_orbit_flip_d12_p045_L128_lvl5_t100", "what": "last", "source": "track"}	back out to $9.6$ by	campaign/06_binary_flyby/p045/merge_orbit_flip_d12_p045_L128_lvl5_t100/throat_track.dat		9.625 at t = 100
clmFlybyScanEdgeTime	43	43	abs:1	auto	mergers_scan_value	{"run": "merge_orbit_flip_d12_p045_L128_lvl5_t100", "col": "r_at_R_min", "what": "t_of_max"}	from $t\approx43$ the throat || from $t\approx43$ its mouths	campaign/06_binary_flyby/p045/merge_orbit_flip_d12_p045_L128_lvl5_t100/horizon_scan.dat (centre A)		first row whose areal minimum sits on the window edge. approximate (~ / \approx in the text): tolerance one unit of the last printed digit.
clmFlybyScanEdge	2.79	2.79		auto	mergers_scan_value	{"run": "merge_orbit_flip_d12_p045_L128_lvl5_t100", "col": "r_at_R_min", "what": "max"}	($r\le2.79$)	campaign/06_binary_flyby/p045/merge_orbit_flip_d12_p045_L128_lvl5_t100/horizon_scan.dat (centre A)		the scan window's outer shell
clmFlybyEdgeRadius	33	33		auto	mergers_scan_value	{"run": "merge_orbit_flip_d12_p045_L128_lvl5_t100", "col": "R_min", "t": 97}	reaches $33$ by	campaign/06_binary_flyby/p045/merge_orbit_flip_d12_p045_L128_lvl5_t100/horizon_scan.dat (centre A), t = 97 row		33.11 (35.08 at t = 100); an upper bound on the throat, as the text says
clmFlybyCrescentChi	6	6		manual			($\chi\sim6$ by	level-5 equatorial frames of merge_orbit_flip_d12_p045_L128_lvl5_t100, results/merger/movies/06_binary_flyby/merge_orbit_flip_d12_p045_L128_lvl5_t100/movie_chi_z.mp4 (commit 7056f964: 'confirmed on the level-5 movie frames (t=74/92 ... crescent chi>1 arcs to ~6)')		read off a frame's colour scale; the streams record only min chi, so no pack stream reproduces a maximum
clmSpiralSeparationOverMass	6	6		def	expr	{"formula": "d/M", "d": {"fn": "mergers_separation", "run": "v2_spiral_d12_p012_L128_lvl3_t050"}, "M": {"fn": "mergers_total_mass", "run": "v2_spiral_d12_p012_L128_lvl3_t050"}}	is $d/M=6$, the	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl3_t050/evolution_params.txt		d = 12 over the total mass 2
clmSpiralRevolutionsLow	0.17	0.17		auto	mergers_revolutions	{"run": "merge_orbit_flip_d12_p020_t200"}	complete only $0.17$--	campaign/05_binary_spiral/p020/merge_orbit_flip_d12_p020_t200/throat_track.dat		angle swept by the tracked axis up to its closest approach before the tracker merges (p = 0.20, level 3): 0.174 (the audit's C/rev.py)
clmSpiralRevolutionsHigh	0.28	0.28		auto	mergers_revolutions	{"run": "merge_orbit_flip_d12_p035_t200"}	--$0.28$ of a revolution	campaign/06_binary_flyby/p035/merge_orbit_flip_d12_p035_t200/throat_track.dat		p = 0.35: 0.283 at closest approach
clmSpiralStartSeparation	11.9	11.9		auto	mergers_sep	{"run": "v2_spiral_d12_p012_L128_lvl3_t050", "what": "first"}	on spiral falls from $d=11.9$ until its	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl3_t050/binary_throat_diagnostics.dat		11.94: the tracker's grid-snapped reading of the declared d = 12; anchors re-cut 2026-09-24 (feedback edits)
clmSpiralTransientTime	41.2	41.2		auto	mergers_extreme	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "file": "constraint_norms.dat", "col": "L2_Mom", "kind": "max", "what": "time"}	straint transient at $t=41.2$ is the sam || merger transient at $t=41.2$ (dashed) a || merger transient at $t=41.2$ and peaks	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/constraint_norms.dat		peak of the momentum-constraint norm, t = 41.21 (plot_spiral_collapse); anchors re-cut 2026-09-24 (feedback edits)
clmSpiralLevelMedianHam	3.5	3.5		auto	mergers_norm_median	{"fine": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "coarse": "v2_spiral_d12_p012_L128_lvl3_t050", "which": "L2_Ham"}	grid norms to a median $3.5\%	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl3_t050/constraint_norms.dat vs campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/constraint_norms.dat		median |dH|/H over the shared t = 36.1-50 window (plot_spiral_collapse panel e): 3.53 %
clmSpiralLevelMedianMom	0.7	0.7		auto	mergers_norm_median	{"fine": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "coarse": "v2_spiral_d12_p012_L128_lvl3_t050", "which": "L2_Mom"}	/0.7\%$ (Fig.	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl3_t050 vs campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600 constraint_norms.dat		0.73 %
clmSpiralMinLapse	2.0\times10^{-3}	2.0e-3		auto	mergers_extreme	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "file": "collapse_diagnostics.dat", "col": "min_lapse", "kind": "min", "settle": 0.1}	lapse falls to $2.0\times10^{-3}$	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/collapse_diagnostics.dat		1.997e-3 at t = 60.26
clmSpiralChiFloorTime	58.4	58.4		auto	mergers_profile	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "what": "chi_floor"}	reaches its floor at $t=58.4$, and $\max || reaches its floor at $t=58.4$---at $t=\c || i$ on its floor from $t=58.4$ (dotted).	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/core_radial_profile.dat.gz		58.43 (plot_spiral_collapse); anchors re-cut 2026-09-24 (feedback edits)
clmSpiralMaxKGrowth	24	24		auto	mergers_ratio	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "file": "collapse_diagnostics.dat", "col": "max_abs_K", "t_num": 58, "t_den": 50, "settle": 0.1}	grows $24\times$ over	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/collapse_diagnostics.dat		max|K|(58)/max|K|(50) = 4.243/0.1745 = 24.3
clmSpiralMaxKStart	0.10	0.10		auto	mergers_value	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "file": "collapse_diagnostics.dat", "col": "max_abs_K", "at": "first", "settle": 0.1}	($0.10\to	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/collapse_diagnostics.dat		2026-09-24 FINDINGS fix: 0.103 where the level-5 window opens (t = 36.06-36.11; the level-3 leg reads 0.103 at t = 36); the old 0.0084 was the restart's first, coarse-grid row, which plot_spiral_collapse masks
clmSpiralMaxKEnd	6.1	6.1		auto	mergers_extreme	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "file": "collapse_diagnostics.dat", "col": "max_abs_K", "kind": "max", "settle": 0.1}	\to6.1$ across	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/collapse_diagnostics.dat		6.097 at t = 60.42 (6.03 on the last row)
clmSpiralScalarMax	0.89	0.89		auto	mergers_extreme	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "file": "collapse_diagnostics.dat", "col": "max_phi", "kind": "max", "settle": 0.1}	holds $\pm0.89$ while	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/collapse_diagnostics.dat		0.888 (min_phi mirrors it)
clmSpiralMomentumFieldMax	4.1	4.1		auto	mergers_extreme	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "file": "collapse_diagnostics.dat", "col": "max_Pi", "kind": "max", "settle": 0.1}	saturates at $\pm4.1$.	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/collapse_diagnostics.dat		4.082
clmSpiralStarScanFirst	55	55		auto	mergers_star_scan	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "files": ["horizon_oriented_scan_t55-57.txt", "horizon_oriented_scan_t58-60.txt"], "what": "first"}		campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/horizon_oriented_scan_t55-57.txt, _t58-60.txt		first scanned slice; the extractor also checks that no block (t = 55-60, levels 3 and 5) reports a MOTS; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmSpiralStarScanLast	60	60		auto	mergers_star_scan	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "files": ["horizon_oriented_scan_t55-57.txt", "horizon_oriented_scan_t58-60.txt"], "what": "last"}		campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/horizon_oriented_scan_t58-60.txt		last scanned slice; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmSpiralBlindInner	1.8	1.8		manual				research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED'; runs_registry.tsv row v2_spiral_d12_p012_L128_lvl5from0_t100 ('both signs of theta_out on every sphere r=1.8-3.4')		theta_+ on coordinate spheres of the t = 59.0 level-5 slice (level-3 and level-4 sampling): shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmSpiralBlindOuter	3.4	3.4		manual				research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED'		as clmSpiralBlindInner; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmSpiralBlindThetaMin	-0.2	-0.2		manual				research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED'		as clmSpiralBlindInner; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmSpiralBlindThetaMax	+0.15	0.15		manual				research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED'		as clmSpiralBlindInner; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmSpiralFlowRadiusBirth	4.83	4.83		manual			its areal radius is $R=4.83$ at $t=\clm	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)' ('t = 55.0 ... at lmax 8 it CONVERGES: R 4.83, M_MS 2.412, theta_in ~ -0.05')		shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger; anchors re-cut 2026-09-24 (feedback edits)
clmSpiralFlowBirthTime	55.0	55.0		manual			lFlowRadiusBirth$ at $t=55.0$ ($\theta_- || mon MOTS exists from $t=55.0$ at the lat || orizon, present from $t=55.0$, is only \ || with a horizon from $t=55.0$ and too yo	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)'		the earliest surviving production-chain slice; birth precedes it. shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger. Re-quoted in the GW section and the scalar_censorship caption; anchors re-cut 2026-09-24 (feedback edits)
clmSpiralFlowThetaBirth	-0.05	-0.05		manual			\simeq-0.05$, newly	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)'		shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger
clmSpiralFlowRadiusSecond	4.80	4.80		manual			), $4.80$ at	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)' ('t = 56.0: born. Two-sided MOTS, R 4.795/4.805')		mean of the inner- and outer-seed surfaces. shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger
clmSpiralFlowTimeSecond	56.0	56.0		manual			at $56.0$ and	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)'		slice time
clmSpiralFlowRadiusThird	4.77	4.77		manual			and $4.77$ at	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)' ('t = 57.0: R 4.766/4.783')		mean 4.775. shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger
clmSpiralFlowTimeThird	57.0	57.0		manual			at $57.0$,	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)'		slice time
clmSpiralFlowLead	5.4	5.4		auto	expr	{"formula": "d-55.0", "d": {"fn": "mergers_death_time", "run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600"}}	, $5.4$ units before that arm's NaN || latest, $5.4$ units before	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/run_tail.log (death 60.445) minus the flow finder's t = 55.0 (manual, research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)')		60.445 - 55.0 = 5.445; the 55.0 is the manual clmSpiralFlowBirthTime
clmSpiralFlowRadiusLate	4.72	4.72		manual			$R=4.72	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED' ('lmax 6, inner + outer seeds ... R_areal = 4.72 +- 0.01'); registry row v2_spiral_d12_p012_L128_lvl5from0_t100		shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger
clmSpiralFlowRadiusLateErr	0.01	0.01		manual			\pm0.01$ at	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED'		half the inner/outer-seed bracket 4.709/4.732. shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger
clmSpiralFlowTimeLate	59.0	59.0		manual			at $t=59.0$,	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED'		slice time of the level-5-from-t=0 arm
clmSpiralFlowLeadLate	0.94	0.94		auto	expr	{"formula": "d-59.0", "d": {"fn": "mergers_death_time", "run": "v2_spiral_d12_p012_L128_lvl5from0_t100"}}	$0.94$ before its NaN	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5from0_t100/run_tail.log (death 59.943) minus the slice time 59.0		0.943
clmSpiralFlowDeformation	23	23		manual			seeds, $23\%$ peak-to-peak || horizon, $23\%$ deformed	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED' ('h in [2.35, 2.95] about the pit, 23 % peak-to-peak')		(2.95 - 2.35)/2.65 = 23 %. The abstract re-quotes it. shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger
clmSpiralFlowThetaLate	-0.18	-0.18		manual			with $\theta_-=-0.18$.	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED'		shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger
clmSpiralFlowMassBirth	2.41	2.41		manual			$2.41$ at formation	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)' (M_MS 2.412 at t = 55.0)		the flow finder's M_MS (= R/2 on the MOTS); R/2 of the rounded 4.83 would print 2.42. shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger
clmSpiralFlowMassLate	2.36	2.36		manual			$2.36$ at	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED' (M_MS = 2.361 +- 0.001)		shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger
clmSpiralFillRadius	1.9	1.9		def	param	{"run": "v2_spiral_d12_p012_L128_lvl5_t100_freeze_r05700", "key": "core_fill_radius_start"}	(fill $r\le1.9$, inside	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t100_freeze_r05700/evolution_params.txt (core_fill_radius_start = 1.90)		
